Application ID,Age,Gender,Marital Status (at the time of application),No of dependents,Income,Education,Profession ,Type of residence,No of months in current residence,No of months in current company,Performance Tag
479435162,39,M,Married,5,19,Bachelor,SAL,Rented,6,50,0
37879842,38,M,Married,5,26,Bachelor,SE_PROF,Rented,6,29,0
536705121,61,M,Married,3,45,Professional,SAL,Rented,6,27,0
936843774,34,M,Married,3,26,Masters,SE,Rented,6,48,0
183608606,58,M,Married,3,12,Professional,SAL,Rented,6,18,0
109371083,42,F,Married,2,34,Masters,SAL,Rented,6,50,0
816712217,59,M,Married,4,25,Professional,SE_PROF,Owned,6,48,0
647614317,36,M,Single,4,13,Professional,SE_PROF,Rented,6,25,0
568373668,41,M,Married,3,34,Masters,SE_PROF,Owned,6,40,0
332838829,49,M,Single,5,32,Professional,SE,Rented,6,57,0
404104989,56,M,Married,3,33,Masters,SE,Rented,6,43,1
947943586,41,M,Married,4,53,Masters,SE_PROF,Rented,6,56,0
843542079,64,F,Married,1,15,Professional,SAL,Rented,6,27,0
468223573,43,M,Married,2,46,Bachelor,SAL,Rented,6,18,0
579521703,64,M,Married,1,6,Professional,SAL,Rented,6,35,0
186332781,36,M,Married,3,28,Bachelor,SAL,Rented,6,61,0
459721704,50,F,Married,4,50,Masters,SAL,Rented,6,55,0
147194161,42,F,Married,4,39,Professional,SAL,Rented,6,59,0
833667937,34,M,Married,2,45,Bachelor,SAL,Rented,6,59,0
438206171,55,M,Married,4,4.5,Masters,SE,Owned,6,42,0
66586739,61,M,Married,1,48,Professional,SE,Rented,6,3,0
834731150,46,M,Married,3,22,Bachelor,SE,Rented,6,13,0
293795408,39,F,Single,1,37,Professional,SE_PROF,Rented,6,3,0
771840491,41,F,Married,2,56,Professional,SAL,Rented,6,60,0
36619672,29,M,Married,1,31,Professional,SE_PROF,Rented,6,3,0
339428736,51,M,Married,5,27,Professional,SE_PROF,Owned,6,61,0
775524353,52,F,Married,5,31,Masters,SAL,Rented,6,45,0
98129288,27,M,Single,1,28,Professional,SAL,Rented,6,48,0
457608511,62,M,Married,3,21,Masters,SE,Rented,6,58,0
764862630,48,M,Married,2,20,Bachelor,SAL,Owned,6,47,0
652366418,61,M,Married,4,30,Bachelor,SE_PROF,Rented,6,5,0
595732668,50,M,Married,4,55,Professional,SAL,Owned,6,38,0
497311926,55,M,Married,5,27,Professional,SE_PROF,Rented,6,62,0
868322947,52,M,Married,5,47,Bachelor,SAL,Rented,6,3,0
273358806,54,M,Married,3,19,Professional,SE_PROF,Rented,6,46,0
835205703,60,M,Married,2,26,Professional,SE,Owned,6,3,0
474292047,32,F,Single,2,4.5,Masters,SAL,Rented,6,42,0
27486388,46,M,Married,5,15,Phd,SE_PROF,Rented,6,56,0
652881157,50,F,Married,5,51,Bachelor,SE,Rented,6,25,0
627447696,43,F,Married,5,53,Masters,SE_PROF,Rented,6,36,0
105934847,46,M,Married,4,43,Professional,SAL,Rented,6,15,0
451563323,54,F,Married,1,47,Masters,SAL,Rented,6,28,0
18071462,53,F,Married,4,4.5,Phd,SAL,Rented,6,53,0
315716895,33,M,Single,1,28,Masters,SAL,Company provided,6,48,0
67089363,42,M,Married,5,4.5,Masters,SAL,Rented,6,16,0
197390057,39,F,Married,5,24,Masters,SAL,Owned,6,57,0
178611815,36,F,Married,2,36,Bachelor,SE_PROF,Owned,6,43,0
45060388,36,M,Single,3,24,Professional,SAL,Owned,6,3,0
571438597,57,M,Married,4,5,Professional,SAL,Rented,6,50,0
364823999,52,M,Married,4,49,Professional,SE_PROF,Rented,6,20,0
946243178,53,F,Married,4,44,Bachelor,SE,Rented,6,46,0
227101250,40,F,Married,2,58,Bachelor,SE,Owned,6,11,0
453954420,48,F,Married,1,53,Bachelor,SAL,Rented,6,60,0
488780191,37,F,Married,1,20,Bachelor,SE_PROF,Owned,6,44,0
654221933,46,M,Married,2,10,Professional,SAL,Rented,6,61,0
441503452,29,M,Single,1,33,Masters,SAL,Rented,6,39,0
338280047,53,M,Married,2,51,Phd,SE_PROF,Rented,6,27,0
722256828,53,M,Married,4,44,Masters,SAL,Rented,6,47,0
425131564,62,M,Married,2,20,Masters,SAL,Rented,6,15,0
423785649,52,F,Married,4,7,Phd,SE_PROF,Rented,6,21,0
629604148,46,M,Single,5,37,Bachelor,SAL,Rented,6,30,0
494592551,48,M,Married,2,58,Professional,SAL,Rented,6,3,0
739712732,57,M,Married,2,13,Professional,SE_PROF,Rented,6,48,0
549431788,47,M,Married,1,19,Masters,SAL,Rented,6,3,0
134095647,56,F,Married,2,23,Professional,SE_PROF,Rented,6,52,0
272429135,43,M,Single,3,25,Masters,SAL,Rented,6,61,0
929953064,60,M,Married,3,42,Bachelor,SE,Rented,6,3,0
436276264,27,M,Married,2,34,Professional,SE,Living with Parents,6,57,0
297912305,48,M,Married,5,39,Masters,SE_PROF,Rented,6,55,0
793561763,28,M,Married,1,4.5,Professional,SAL,Living with Parents,6,12,0
229940421,48,F,Married,3,35,Bachelor,SE_PROF,Rented,6,17,0
669563117,33,M,Married,2,5,Bachelor,SE_PROF,Living with Parents,6,3,0
19811120,42,M,Married,5,55,Masters,SE_PROF,Rented,6,3,0
776738583,35,M,Married,3,10,Bachelor,SAL,Rented,6,37,0
736507532,38,M,Married,4,12,Masters,SAL,Rented,6,56,0
678660245,33,M,Married,1,39,Bachelor,SAL,Rented,6,8,0
705505066,64,F,Married,3,18,Bachelor,SAL,Company provided,6,47,0
243579332,36,F,Single,2,38,Professional,SAL,Rented,6,30,0
163040718,39,M,Married,1,9,Masters,SE_PROF,Rented,6,51,0
900978260,54,M,Married,2,27,Professional,SAL,Rented,6,30,0
38632508,38,M,Married,2,32,Masters,SE_PROF,Rented,6,33,0
479293056,48,M,Married,5,37,Professional,SAL,Owned,6,32,0
865463988,62,M,Married,5,49,Masters,SE_PROF,Rented,6,3,0
144382623,43,M,Married,2,4.5,Masters,SAL,Company provided,6,50,0
295233872,46,M,Married,4,51,Professional,SAL,Rented,6,28,0
987614839,29,M,Married,1,40,Masters,SAL,Company provided,6,28,0
149534913,47,M,Married,1,14,Professional,SE_PROF,Rented,6,25,0
193494284,63,M,Married,4,32,Masters,SE,Rented,6,44,0
72307923,58,M,Married,3,15,Phd,SE,Rented,6,60,0
93299958,43,F,Single,4,28,Bachelor,SAL,Owned,6,62,0
522085502,52,F,Single,4,41,Bachelor,SE,Rented,6,21,0
812559598,41,M,Married,4,24,Professional,SAL,Rented,6,3,0
84072082,55,M,Married,5,49,Professional,SE,Rented,6,49,0
763660815,59,F,Married,1,27,Professional,SAL,Rented,6,55,0
452356741,65,M,Married,1,22,Masters,SAL,Others,6,29,0
73171797,42,F,Single,2,37,Bachelor,SAL,Rented,6,54,0
637159370,46,F,Married,5,54,Bachelor,SE,Rented,6,50,0
78362270,36,M,Married,4,32,Professional,SAL,Rented,6,23,0
856402592,53,M,Married,2,36,Professional,SAL,Rented,6,44,0
734157153,41,F,Married,2,32,Professional,SE,Owned,6,46,0
441158098,52,M,Married,2,34,Masters,SE,Rented,6,36,0
408637336,27,M,Single,1,22,Masters,SAL,Living with Parents,6,58,0
906248812,54,M,Married,5,15,Professional,SAL,Company provided,6,30,0
844717917,47,M,Married,3,22,Bachelor,SE_PROF,Owned,6,3,0
740761784,65,M,Married,2,25,Masters,SAL,Rented,6,60,0
791482849,33,M,Married,3,23,Bachelor,SAL,Rented,6,60,0
248473938,50,M,Married,5,17,Professional,SAL,Rented,6,49,0
228448956,45,M,Married,1,19,Masters,SAL,Rented,6,3,0
811352276,33,M,Single,2,38,Phd,SE_PROF,Living with Parents,6,20,0
679383812,47,M,Married,3,34,Professional,SAL,Rented,6,55,0
110005248,49,M,Married,4,25,Masters,SE_PROF,Owned,6,57,0
599184225,30,F,Single,1,14,Professional,SAL,Rented,6,58,0
600317825,38,M,Married,4,23,Masters,SAL,Rented,6,62,0
211461033,58,M,Married,1,42,Masters,SE_PROF,Rented,6,19,0
499256595,52,M,Married,5,47,Bachelor,SAL,Rented,6,14,0
120525575,63,M,Married,3,24,Professional,SAL,Owned,6,44,0
526589468,54,M,Married,1,53,Masters,SAL,Owned,6,3,0
493724356,40,M,Married,2,58,Professional,SE_PROF,Rented,6,15,0
439571665,50,M,Married,4,51,Masters,SAL,Rented,6,6,0
376190847,37,M,Married,5,16,Masters,SAL,Rented,6,50,0
558131362,50,M,Married,1,30,Masters,SAL,Owned,6,43,0
761633677,27,M,Married,1,43,Bachelor,SE_PROF,Rented,6,3,0
707015606,45,F,Married,1,59,Professional,SE_PROF,Rented,6,37,0
885323246,40,M,Married,3,21,Masters,SAL,Rented,6,34,1
660135039,41,M,Married,3,25,Masters,SAL,Owned,6,57,0
797199371,60,M,Married,2,20,Phd,SE,Rented,6,41,0
713293852,64,M,Married,5,31,Professional,SAL,Rented,6,34,0
228025578,60,M,Married,5,11,Bachelor,SAL,Owned,6,44,0
778514603,42,M,Married,2,60,Masters,SE,Owned,6,3,0
516994378,56,M,Married,5,39,Professional,SE_PROF,Rented,6,41,0
911278765,41,F,Married,4,52,Masters,SAL,Rented,6,25,0
845991056,59,M,Married,1,35,Masters,SAL,Rented,6,47,0
556852890,59,M,Married,4,49,Professional,SAL,Rented,6,30,0
194180070,53,M,Single,4,36,Masters,SAL,Rented,6,16,0
335459001,55,F,Married,4,24,Masters,SAL,Company provided,6,3,0
683668326,47,M,Married,2,16,Bachelor,SAL,Owned,6,6,0
657139596,35,F,Married,2,37,Professional,SE_PROF,Owned,6,3,0
558101537,61,M,Single,3,15,Masters,SAL,Owned,6,27,0
507885042,62,F,Single,4,41,Masters,SAL,Rented,6,42,1
537625735,53,F,Married,3,30,Bachelor,SE_PROF,Rented,6,32,0
25470328,31,M,Married,1,33,Bachelor,SAL,Owned,6,38,0
901553718,55,F,Married,4,56,Masters,SAL,Owned,6,56,0
239422043,49,M,Married,4,33,Bachelor,SE_PROF,Owned,6,3,0
133537556,27,M,Married,1,24,Masters,SAL,Owned,6,10,0
793774435,65,F,Married,5,8,Professional,SAL,Owned,6,59,0
80684813,46,M,Married,1,27,Professional,SAL,Company provided,6,58,0
192843119,37,M,Married,5,27,Bachelor,SE_PROF,Rented,6,39,0
217599542,50,M,Married,4,24,Masters,SAL,Rented,6,12,0
333323960,51,M,Married,4,33,Phd,SAL,Owned,6,55,0
331600207,53,M,Married,1,55,Professional,SE,Rented,6,52,1
311201867,47,M,Married,1,4.5,Professional,SAL,Owned,6,24,0
298957247,36,F,Married,1,44,Phd,SAL,Rented,6,46,0
890321808,49,M,Married,5,46,Masters,SE_PROF,Rented,6,19,0
754801259,42,M,Single,3,4.5,Masters,SAL,Rented,6,51,0
154172605,41,M,Married,3,14,Bachelor,SAL,Rented,6,46,0
93485139,54,M,Married,1,57,Professional,SAL,Rented,6,29,0
938911380,48,M,Married,1,42,Masters,SE_PROF,Rented,6,53,0
613898532,46,M,Married,1,48,Bachelor,SE,Rented,6,62,0
416580769,41,F,Married,4,58,Masters,SE_PROF,Rented,6,3,0
718392708,29,M,Married,1,10,Professional,SE_PROF,Rented,6,53,0
88955741,62,M,Married,5,12,Professional,SAL,Owned,6,21,0
327832953,50,F,Married,4,44,Bachelor,SE,Rented,6,3,0
283315079,59,M,Married,3,43,Professional,SAL,Rented,6,5,0
629971546,61,F,Married,5,36,Professional,SAL,Rented,6,3,0
232752096,58,M,Married,2,19,Professional,SE_PROF,Rented,6,10,0
293875483,39,M,Married,2,34,Professional,SE_PROF,Rented,6,35,0
296206283,43,M,Married,4,59,Bachelor,SAL,Rented,6,62,0
413886916,36,M,Married,4,27,Phd,SAL,Rented,6,51,0
323675867,40,M,Married,5,12,,SAL,Owned,6,19,0
939538524,45,F,Married,4,52,Masters,SAL,Rented,6,57,0
317227015,49,M,Married,2,17,Professional,SE_PROF,Rented,6,33,0
536481346,38,F,Married,2,35,Bachelor,SAL,Rented,6,33,0
161638631,52,M,Single,1,58,Bachelor,SE_PROF,Rented,6,57,0
446445177,47,F,Married,5,34,Professional,SAL,Rented,6,12,0
177818653,37,F,Married,4,32,Professional,SAL,Rented,6,50,0
490277056,56,M,Married,5,50,Bachelor,SE,Rented,6,30,0
835422557,27,M,Married,1,38,Bachelor,SE,Rented,6,62,0
70551194,59,M,Married,1,17,Masters,SAL,Rented,6,15,0
824189707,32,M,Married,2,10,Masters,SAL,Living with Parents,6,3,0
384102824,46,M,Married,3,41,Masters,SAL,Owned,6,42,0
447362931,32,F,Single,3,19,Bachelor,SE_PROF,Living with Parents,6,59,0
646100576,33,F,Married,3,28,Masters,SE,Living with Parents,6,16,0
450684069,33,M,Married,2,41,Bachelor,SE_PROF,Rented,6,38,1
302322604,44,M,Single,5,22,Bachelor,SAL,Rented,6,34,0
733519056,49,M,Married,3,51,Masters,SE,Rented,6,26,0
208313678,36,F,Single,2,14,Bachelor,SAL,Owned,6,35,0
95595311,62,M,Married,1,40,Professional,SE,Rented,6,19,0
912261024,49,F,Married,3,32,Professional,SAL,Rented,6,37,0
335181969,58,M,Married,3,23,Bachelor,SAL,Owned,6,49,0
422044963,42,M,Single,1,50,Professional,SAL,Company provided,6,43,0
191357585,38,M,Married,4,37,Masters,SAL,Rented,6,53,0
229054552,36,M,Single,2,40,Professional,SE_PROF,Rented,6,41,0
253772004,54,M,Married,3,20,Bachelor,SAL,Rented,6,47,0
490462352,49,M,Married,5,53,Phd,SAL,Rented,6,54,0
942877891,64,M,Married,3,41,Masters,SAL,Rented,6,42,0
103508561,47,M,Married,2,8,Masters,SE_PROF,Rented,6,45,0
964510115,30,F,Single,1,35,Bachelor,SE_PROF,Rented,6,51,0
56043279,39,M,Married,4,15,Professional,SAL,Rented,6,3,0
219543576,39,F,Married,2,34,Professional,SAL,Rented,6,3,0
557887025,48,M,Married,5,7,Masters,SE,Rented,6,53,0
804649547,46,M,Married,1,21,Professional,SAL,Owned,6,54,0
63103596,30,F,Single,3,21,Masters,SAL,Rented,6,46,0
595159306,54,M,Married,1,21,Professional,SAL,Rented,6,3,0
816998892,54,M,Married,1,46,Professional,SAL,Owned,6,61,0
320268564,56,M,Married,3,47,Professional,SE_PROF,Rented,6,3,0
738419231,56,M,Married,4,40,Professional,SAL,Owned,6,37,0
487699608,42,M,Married,3,23,Masters,SAL,Rented,6,53,0
775362013,58,M,Married,1,14,Professional,SE,Rented,6,56,0
56734332,47,F,Married,2,43,Professional,SAL,Rented,6,30,0
529925630,54,M,Married,1,42,Bachelor,SE,Rented,6,57,0
788823512,39,M,Married,2,4.5,Masters,SAL,Owned,6,36,0
994409454,45,M,Married,3,54,Masters,SE_PROF,Owned,6,23,0
595918468,53,F,Married,2,21,Phd,SAL,Owned,6,17,0
799373149,65,F,Married,2,46,Bachelor,SAL,Owned,6,45,0
184038523,53,M,Married,4,39,Masters,SAL,Rented,6,40,0
15567697,52,F,Married,5,8,Professional,SAL,Rented,6,29,0
924191326,47,M,Single,2,20,Bachelor,SAL,Owned,6,51,0
821156916,47,M,Married,2,38,Bachelor,SAL,Rented,6,15,0
635092985,58,M,Married,5,50,Masters,SE_PROF,Rented,6,3,0
116365953,40,M,Married,4,36,Bachelor,SE,Rented,6,33,0
309803075,42,M,Married,3,26,Masters,SE_PROF,Rented,6,3,0
870430043,34,M,Married,3,9,Professional,SE_PROF,Rented,6,16,0
988278429,43,M,Married,4,19,Professional,SAL,Rented,6,55,0
525519144,60,M,Married,2,50,Bachelor,SAL,Rented,6,55,0
825252334,65,M,Married,3,24,Bachelor,SAL,Owned,6,34,0
238778461,52,M,Married,1,10,Bachelor,SAL,Rented,6,3,0
626484227,47,M,Married,1,55,Masters,SAL,Owned,6,17,0
907149673,44,M,Single,1,58,Bachelor,SAL,Rented,6,22,0
73084330,55,M,Married,1,41,Professional,SAL,Rented,6,22,0
607817205,44,F,Single,1,5,Bachelor,SAL,Rented,6,45,0
157660785,55,M,Married,3,22,Masters,SAL,Rented,6,60,0
525564009,42,M,Married,1,6,Professional,SAL,Owned,6,60,0
176252042,52,M,Married,3,27,Bachelor,SAL,Owned,6,24,0
460213151,36,F,Married,3,12,Professional,SAL,Rented,6,61,0
367758172,53,M,Married,3,4.5,Masters,SAL,Rented,6,37,0
966594726,43,M,Married,5,10,Professional,SAL,Rented,6,20,0
483255390,41,M,Married,4,26,Professional,SE,Rented,6,17,0
580944530,37,F,Married,2,19,Professional,SAL,Owned,6,24,0
528033776,49,M,Married,2,49,Professional,SAL,Rented,6,3,0
328295276,45,M,Married,3,37,Masters,SE_PROF,Rented,6,3,0
645646723,40,M,Married,4,60,Bachelor,SAL,Rented,6,3,0
395697675,55,M,Married,3,29,Professional,SAL,Rented,6,62,0
63846004,61,M,Married,4,14,Masters,SAL,Rented,6,46,0
575376273,47,F,Married,1,35,Professional,SAL,Rented,6,3,0
126028556,43,M,Married,5,57,Professional,SAL,Rented,6,18,0
256433562,35,M,Married,2,7,Bachelor,SE_PROF,Owned,6,38,0
858697385,44,M,Married,1,44,Masters,SAL,Rented,6,48,0
488834055,54,F,Married,1,47,Bachelor,SE,Owned,6,11,0
992987505,37,M,Married,3,17,Bachelor,SAL,Rented,6,8,0
460582497,57,M,Married,3,21,Masters,SAL,Rented,6,23,0
26015607,56,F,Married,1,48,Bachelor,SAL,Rented,6,3,0
12170178,43,F,Single,3,16,Masters,SE,Rented,6,46,0
184597209,54,M,Married,4,60,Masters,SE,Owned,6,58,0
608770826,38,M,Married,4,42,Masters,SE_PROF,Rented,6,3,0
747874065,34,M,Single,1,25,Bachelor,SAL,Rented,6,10,0
1783239,32,M,Married,3,17,Professional,SAL,Rented,6,44,0
84067553,43,M,Married,1,29,Masters,SAL,Owned,6,45,0
203766203,34,F,Married,3,45,Professional,SE,Rented,6,43,0
225740952,41,F,Single,1,44,Masters,SAL,Rented,6,62,0
132224895,65,M,Married,4,38,Masters,SAL,Rented,6,19,0
526695163,36,M,Married,3,24,Masters,SE_PROF,Rented,6,52,0
246722632,51,M,Married,4,12,Masters,SAL,Rented,6,44,0
63956520,30,F,Married,3,10,Masters,SE,Rented,6,33,0
303378077,55,M,Married,3,23,Phd,SAL,Rented,6,12,0
746674577,48,F,Married,1,58,Masters,SAL,Owned,6,31,0
672967796,43,M,Married,4,57,Professional,SE_PROF,Rented,6,47,0
487762661,49,M,Married,1,11,Professional,SAL,Rented,6,61,0
164854828,62,M,Married,3,29,Masters,SAL,Rented,6,22,0
223114998,52,M,Married,2,46,Masters,SE,Rented,6,5,0
609548500,47,M,Married,3,41,Bachelor,SE,Rented,6,37,0
78635352,44,M,Married,3,17,Professional,SE_PROF,Rented,6,51,0
68311366,35,M,Married,1,39,Masters,SE,Owned,6,10,0
753801907,49,M,Married,4,49,Professional,SE_PROF,Rented,6,60,0
758558287,30,M,Married,3,4.5,Masters,SE,Rented,6,45,0
154952870,30,M,Single,2,35,Phd,SE,Rented,6,25,0
767806063,50,F,Married,2,35,Bachelor,SAL,Rented,6,3,0
158094459,42,M,Single,1,47,Professional,SAL,Rented,6,3,0
560683514,50,F,Married,1,39,Professional,SAL,Rented,6,53,0
732232847,49,M,Married,2,22,Phd,SAL,Rented,6,58,0
920103660,44,M,Married,5,52,Bachelor,SAL,Rented,6,3,0
805876881,43,M,Married,4,30,Masters,SAL,Rented,6,28,0
990081013,55,M,Married,4,19,Bachelor,SAL,Rented,6,3,0
758160410,29,F,Single,1,34,Professional,SE_PROF,Living with Parents,6,30,0
645762781,47,M,Married,4,17,Masters,SAL,Company provided,6,24,0
612515184,46,M,Married,2,14,Professional,SE,Rented,6,42,0
945243362,29,M,Single,2,5,Masters,SAL,Rented,6,58,0
713403763,30,M,Single,1,30,Professional,SE,Rented,6,37,0
49618282,47,F,Married,5,4.5,Professional,SAL,Rented,6,60,0
507975223,41,M,Married,2,45,Professional,SAL,Owned,6,4,0
352874295,31,M,Married,3,17,Masters,SAL,Rented,6,3,0
482534312,55,M,Married,5,55,Masters,SAL,Rented,6,62,0
709233652,53,M,Married,3,50,Phd,SAL,Rented,6,29,0
100206751,51,M,Married,5,13,Professional,SAL,Rented,6,15,0
673839856,61,M,Married,1,19,Masters,SE,Rented,6,45,0
855276340,56,M,Married,4,26,Masters,SAL,Rented,6,28,0
291430838,34,M,Single,2,29,Professional,SE,Rented,6,6,0
676489259,45,M,Married,3,15,Masters,SAL,Owned,6,41,0
709740568,50,M,Married,3,51,Bachelor,SE,Rented,6,12,0
231927850,52,M,Married,3,40,Bachelor,SE_PROF,Rented,6,3,0
738809780,50,M,Married,5,47,Masters,SE_PROF,Owned,6,44,0
154191433,36,M,Married,1,16,Masters,SAL,Owned,6,11,0
112473363,37,M,Married,3,26,Professional,SAL,Owned,6,38,0
926073082,41,M,Married,5,43,Professional,SE_PROF,Rented,6,40,0
3673484,42,M,Married,1,31,Masters,SAL,Rented,6,20,0
709261981,55,M,Married,4,49,Professional,SAL,Rented,6,24,0
387775502,48,M,Married,1,36,Masters,SAL,Owned,6,36,0
415388094,52,M,Married,1,56,Bachelor,SAL,Rented,6,50,0
637462754,45,M,Married,5,22,Masters,SAL,Rented,6,44,0
914483141,27,M,Married,3,15,Bachelor,SE,Rented,6,52,0
57912080,49,M,Married,5,29,Bachelor,SAL,Rented,6,26,0
987731135,46,M,Married,1,44,Professional,SAL,Owned,6,23,0
934693869,48,F,Married,5,40,Professional,SE,Rented,6,5,0
629243169,27,M,Married,3,9,Professional,SE_PROF,Rented,6,46,0
499803931,63,F,Married,1,7,Masters,SE_PROF,Rented,6,3,0
464172385,52,M,Married,5,4.5,Masters,SAL,Rented,6,33,0
938510061,50,F,Married,4,24,Masters,SAL,Rented,6,3,0
28224177,48,M,Married,4,24,Bachelor,SAL,Owned,6,10,0
559833216,54,M,Married,5,24,Masters,SE_PROF,Rented,6,59,0
931656237,51,F,Married,3,13,Bachelor,SE,Rented,6,59,0
841918832,48,M,Married,1,20,Bachelor,SAL,Owned,6,9,0
42948453,47,F,Married,2,38,Masters,SAL,Owned,6,10,0
710101711,48,M,Married,3,57,Phd,SAL,Owned,6,3,0
424342571,40,M,Married,1,50,Professional,SAL,Rented,6,39,0
587060898,41,M,Married,5,43,Professional,SE_PROF,Rented,6,3,0
373950884,54,M,Single,1,54,Professional,SAL,Rented,6,42,0
470060305,53,M,Single,4,54,Professional,SE_PROF,Owned,6,51,0
299093162,48,M,Married,4,49,Professional,SE,Rented,6,55,0
659713559,54,M,Single,2,40,Professional,SAL,Rented,6,40,0
346383531,51,M,Married,4,19,Masters,SE,Rented,6,11,0
805050020,43,M,Married,4,50,Professional,SAL,Rented,6,37,0
746624323,46,M,Married,5,24,Phd,SE,Rented,6,60,0
530742360,61,M,Married,1,18,Masters,SE,Owned,6,40,0
146940274,49,M,Married,3,60,Professional,SAL,Company provided,6,37,0
945234586,51,M,Married,4,24,Professional,SE_PROF,Rented,6,3,0
271015643,47,F,Married,5,53,Bachelor,SE_PROF,Rented,6,17,0
872432017,42,M,Married,3,20,Bachelor,SAL,Owned,6,60,0
837504574,41,F,Married,1,32,Bachelor,SE,Rented,6,42,0
681034836,45,M,Married,5,55,Bachelor,SE_PROF,Rented,6,12,0
370317800,54,M,Married,5,21,Masters,SAL,Company provided,6,42,0
414660183,47,M,Single,3,56,Professional,SAL,Rented,6,5,0
288043783,32,M,Married,2,40,Bachelor,SAL,Living with Parents,6,53,0
267120265,43,F,Married,2,55,Masters,SAL,Rented,6,3,0
441673300,31,M,Married,3,41,Bachelor,SAL,Living with Parents,6,50,0
125100014,48,M,Married,3,47,Professional,SE,Rented,6,44,0
993845367,59,M,Married,4,44,Professional,SAL,Rented,6,61,0
279365392,56,M,Married,4,45,Professional,SAL,Rented,6,3,0
869234840,42,F,Married,2,45,Masters,SE,Owned,6,3,0
998967756,53,F,Married,1,50,Professional,SAL,Rented,6,19,0
562772101,51,M,Married,2,24,Masters,SAL,Owned,6,53,0
742495583,49,F,Single,3,21,Bachelor,SAL,Rented,6,26,0
70515551,45,F,Married,5,44,Professional,SAL,Rented,6,28,0
527879734,44,M,Single,3,46,Bachelor,SE,Rented,6,47,0
732850499,48,M,Married,1,57,Bachelor,SAL,Owned,6,50,0
49389247,44,F,Married,4,20,Masters,SAL,Rented,6,52,0
171554813,28,F,Married,2,27,Masters,SAL,Living with Parents,6,3,0
544942208,50,F,Single,3,23,Masters,SE,Rented,6,35,0
981339902,30,M,Married,3,33,Professional,SAL,Rented,6,3,0
569373439,36,M,Single,5,9,Bachelor,SE_PROF,Rented,6,42,0
281062628,64,F,Married,3,50,Bachelor,SAL,Rented,6,11,0
824506931,58,M,Married,3,44,Professional,SE_PROF,Rented,6,43,0
648953547,47,F,Married,5,53,Masters,SE_PROF,Owned,6,29,0
353216517,50,M,Married,5,12,Phd,SAL,Rented,6,3,0
918255713,56,M,Married,4,46,Masters,SE,Rented,6,16,0
995695087,33,M,Single,3,33,Professional,SAL,Rented,6,20,0
939787155,34,M,Married,2,35,Professional,SE,Rented,6,26,0
984953737,50,M,Single,3,45,Professional,SAL,Rented,6,23,0
838434906,45,M,Married,1,5,Phd,SE_PROF,Rented,6,33,0
578484361,65,M,Married,2,43,Professional,SAL,Rented,6,23,0
5010130,49,M,Married,2,20,Masters,SAL,Rented,6,3,0
103766147,63,M,Married,2,25,Professional,SE_PROF,Owned,6,52,0
487819990,41,M,Single,3,10,Phd,SE_PROF,Rented,6,33,0
225772439,43,M,Married,5,57,Bachelor,SE_PROF,Rented,6,45,0
113216791,60,M,Married,1,31,Masters,SE,Rented,6,12,0
299721914,46,F,Married,1,50,Professional,SAL,Rented,6,3,0
75713959,41,F,Married,4,12,Professional,SAL,Owned,6,3,0
473231166,54,F,Married,1,35,Bachelor,SE_PROF,Rented,6,21,0
